1	0.012876
2	0.0021271
3	0.0028328
4	0.0084433
5	0.016731
6	0.035112
7	0.071538
8	0.14102
9	0.27196
10	0.50313
11	0.85844
12	1.5104
13	2.4194
14	3.7383
15	5.519
16	8.2645
17	11.961
18	17.644
19	26.819
20	40.668
21	61.105
22	90.303
23	130.28
24	182.27
25	333.48
26	338.16
27	437.14
28	641.6
29	723.52
